,Weight
0,4.335365592404846e-05
1,2.167682796202423e-05
2,8.670731184809691e-05
3,2.7096034952530286e-06
4,1.0838413981012114e-05
5,3.3870043690662857e-07
6,2.7096034952530286e-06
7,1.6935021845331429e-07
8,2.7096034952530286e-06
9,8.670731184809691e-05
10,1.6935021845331429e-07
11,4.335365592404846e-05
12,1.6935021845331429e-07
13,5.419206990506057e-06
14,2.7096034952530286e-06
15,6.774008738132571e-07
16,3.3870043690662857e-07
17,1.3548017476265143e-06
18,5.419206990506057e-06
19,1.0838413981012114e-05
20,8.670731184809691e-05
21,2.167682796202423e-05
22,1.0838413981012114e-05
23,2.7096034952530286e-06
24,2.7096034952530286e-06
25,3.3870043690662857e-07
26,8.670731184809691e-05
27,1.6935021845331429e-07
28,3.3870043690662857e-07
29,6.774008738132571e-07
30,1.6935021845331429e-07
31,1.3548017476265143e-06
32,5.419206990506057e-06
33,1.0838413981012114e-05
34,2.167682796202423e-05
35,4.335365592404846e-05
36,5.419206990506057e-06
37,2.167682796202423e-05
38,6.774008738132571e-07
39,5.419206990506057e-06
40,2.7096034952530286e-06
41,1.3548017476265143e-06
42,6.774008738132571e-07
43,1.0838413981012114e-05
44,1.6935021845331429e-07
45,1.0838413981012114e-05
46,1.3548017476265143e-06
47,4.335365592404846e-05
48,1.0838413981012114e-05
49,1.6935021845331429e-07
50,1.6935021845331429e-07
51,2.167682796202423e-05
52,6.774008738132571e-07
53,8.670731184809691e-05
54,1.0838413981012114e-05
55,1.3548017476265143e-06
56,2.167682796202423e-05
57,1.0838413981012114e-05
58,8.670731184809691e-05
59,2.7096034952530286e-06
60,8.670731184809691e-05
61,8.670731184809691e-05
62,5.419206990506057e-06
63,2.167682796202423e-05
64,8.670731184809691e-05
65,4.335365592404846e-05
66,5.419206990506057e-06
67,2.7096034952530286e-06
68,2.167682796202423e-05
69,2.167682796202423e-05
70,2.7096034952530286e-06
71,6.774008738132571e-07
72,2.7096034952530286e-06
73,5.419206990506057e-06
74,1.6935021845331429e-07
75,2.167682796202423e-05
76,3.3870043690662857e-07
77,2.7096034952530286e-06
78,2.7096034952530286e-06
79,6.774008738132571e-07
80,1.0838413981012114e-05
81,2.167682796202423e-05
82,3.3870043690662857e-07
83,5.419206990506057e-06
84,6.774008738132571e-07
85,1.3548017476265143e-06
86,1.6935021845331429e-07
87,1.0838413981012114e-05
88,2.167682796202423e-05
89,8.670731184809691e-05
90,5.419206990506057e-06
91,6.774008738132571e-07
92,8.670731184809691e-05
93,5.419206990506057e-06
94,1.3548017476265143e-06
95,2.167682796202423e-05
96,6.774008738132571e-07
97,1.3548017476265143e-06
98,1.6935021845331429e-07
99,2.7096034952530286e-06
100,4.335365592404846e-05
101,6.774008738132571e-07
102,2.7096034952530286e-06
103,6.774008738132571e-07
104,2.7096034952530286e-06
105,2.7096034952530286e-06
106,5.419206990506057e-06
107,1.6935021845331429e-07
108,2.167682796202423e-05
109,3.3870043690662857e-07
110,1.0838413981012114e-05
111,1.6935021845331429e-07
112,2.7096034952530286e-06
113,2.7096034952530286e-06
114,2.167682796202423e-05
115,8.670731184809691e-05
116,1.0838413981012114e-05
117,3.3870043690662857e-07
118,2.167682796202423e-05
119,2.167682796202423e-05
120,3.3870043690662857e-07
121,2.167682796202423e-05
122,3.3870043690662857e-07
123,6.774008738132571e-07
124,2.7096034952530286e-06
125,1.3548017476265143e-06
126,5.419206990506057e-06
127,8.670731184809691e-05
128,2.7096034952530286e-06
129,5.419206990506057e-06
130,1.6935021845331429e-07
131,8.670731184809691e-05
132,4.335365592404846e-05
133,1.0838413981012114e-05
134,2.7096034952530286e-06
135,1.6935021845331429e-07
136,1.6935021845331429e-07
137,1.3548017476265143e-06
138,4.335365592404846e-05
139,8.670731184809691e-05
140,6.774008738132571e-07
141,6.774008738132571e-07
142,8.670731184809691e-05
143,3.3870043690662857e-07
144,1.3548017476265143e-06
145,4.335365592404846e-05
146,1.3548017476265143e-06
147,5.419206990506057e-06
148,6.774008738132571e-07
149,1.6935021845331429e-07
150,8.670731184809691e-05
151,5.419206990506057e-06
152,2.7096034952530286e-06
153,1.0838413981012114e-05
154,1.0838413981012114e-05
155,5.419206990506057e-06
156,2.167682796202423e-05
157,1.6935021845331429e-07
158,6.774008738132571e-07
159,3.3870043690662857e-07
160,1.3548017476265143e-06
161,3.3870043690662857e-07
162,1.0838413981012114e-05
163,8.670731184809691e-05
164,8.670731184809691e-05
165,5.419206990506057e-06
166,8.670731184809691e-05
167,1.0838413981012114e-05
168,6.774008738132571e-07
169,2.167682796202423e-05
170,1.0838413981012114e-05
171,3.3870043690662857e-07
172,1.0838413981012114e-05
173,4.335365592404846e-05
174,2.7096034952530286e-06
175,4.335365592404846e-05
176,1.0838413981012114e-05
177,2.7096034952530286e-06
178,3.3870043690662857e-07
179,1.6935021845331429e-07
180,3.3870043690662857e-07
181,1.6935021845331429e-07
182,4.335365592404846e-05
183,1.0838413981012114e-05
184,2.7096034952530286e-06
185,6.774008738132571e-07
186,5.419206990506057e-06
187,3.3870043690662857e-07
188,1.3548017476265143e-06
189,3.3870043690662857e-07
190,3.3870043690662857e-07
191,4.335365592404846e-05
192,2.167682796202423e-05
193,6.774008738132571e-07
194,8.670731184809691e-05
195,1.0838413981012114e-05
196,6.774008738132571e-07
197,1.3548017476265143e-06
198,1.6935021845331429e-07
199,3.3870043690662857e-07
200,2.7096034952530286e-06
201,2.7096034952530286e-06
202,1.3548017476265143e-06
203,1.6935021845331429e-07
204,5.419206990506057e-06
205,2.7096034952530286e-06
206,2.167682796202423e-05
207,1.6935021845331429e-07
208,2.7096034952530286e-06
209,2.167682796202423e-05
210,2.167682796202423e-05
211,2.7096034952530286e-06
212,6.774008738132571e-07
213,3.3870043690662857e-07
214,6.774008738132571e-07
215,1.6935021845331429e-07
216,2.167682796202423e-05
217,8.670731184809691e-05
218,5.419206990506057e-06
219,4.335365592404846e-05
220,3.3870043690662857e-07
221,5.419206990506057e-06
222,8.670731184809691e-05
223,6.774008738132571e-07
224,2.7096034952530286e-06
225,1.3548017476265143e-06
226,1.0838413981012114e-05
227,1.0838413981012114e-05
228,1.6935021845331429e-07
229,2.167682796202423e-05
230,6.774008738132571e-07
231,2.7096034952530286e-06
232,2.167682796202423e-05
233,3.3870043690662857e-07
234,2.167682796202423e-05
235,1.6935021845331429e-07
236,4.335365592404846e-05
237,8.670731184809691e-05
238,5.419206990506057e-06
239,4.335365592404846e-05
240,1.3548017476265143e-06
241,5.419206990506057e-06
242,1.6935021845331429e-07
243,6.774008738132571e-07
244,4.335365592404846e-05
245,1.3548017476265143e-06
246,2.167682796202423e-05
247,1.0838413981012114e-05
248,2.7096034952530286e-06
249,2.167682796202423e-05
250,1.6935021845331429e-07
251,2.7096034952530286e-06
252,3.3870043690662857e-07
253,3.3870043690662857e-07
254,1.6935021845331429e-07
255,1.6935021845331429e-07
256,5.419206990506057e-06
257,8.670731184809691e-05
258,6.774008738132571e-07
259,4.335365592404846e-05
260,2.167682796202423e-05
261,5.419206990506057e-06
262,3.3870043690662857e-07
263,6.774008738132571e-07
264,1.0838413981012114e-05
265,1.3548017476265143e-06
266,4.335365592404846e-05
267,1.0838413981012114e-05
268,3.3870043690662857e-07
269,2.7096034952530286e-06
270,2.7096034952530286e-06
271,8.670731184809691e-05
272,8.670731184809691e-05
273,4.335365592404846e-05
274,5.419206990506057e-06
275,8.670731184809691e-05
276,2.7096034952530286e-06
277,3.3870043690662857e-07
278,4.335365592404846e-05
279,1.6935021845331429e-07
280,1.0838413981012114e-05
281,1.6935021845331429e-07
282,1.0838413981012114e-05
283,2.167682796202423e-05
284,4.335365592404846e-05
285,1.0838413981012114e-05
286,5.419206990506057e-06
287,4.335365592404846e-05
288,6.774008738132571e-07
289,8.670731184809691e-05
290,2.7096034952530286e-06
291,1.6935021845331429e-07
292,8.670731184809691e-05
