,Weight
0,5.213971619048985e-06
1,2.085588647619594e-05
2,6.517464523811231e-07
3,3.2587322619056155e-07
4,1.3034929047622462e-06
5,1.042794323809797e-05
6,3.2587322619056155e-07
7,4.171177295239188e-05
8,1.6293661309528078e-07
9,1.3034929047622462e-06
10,1.042794323809797e-05
11,1.6293661309528078e-07
12,4.171177295239188e-05
13,1.042794323809797e-05
14,1.6293661309528078e-07
15,2.6069858095244924e-06
16,2.6069858095244924e-06
17,5.213971619048985e-06
18,1.6293661309528078e-07
19,3.2587322619056155e-07
20,4.171177295239188e-05
21,4.171177295239188e-05
22,3.2587322619056155e-07
23,3.2587322619056155e-07
24,1.3034929047622462e-06
25,8.342354590478376e-05
26,1.6293661309528078e-07
27,8.342354590478376e-05
28,8.342354590478376e-05
29,3.2587322619056155e-07
30,5.213971619048985e-06
31,2.085588647619594e-05
32,3.2587322619056155e-07
33,1.3034929047622462e-06
34,4.171177295239188e-05
35,3.2587322619056155e-07
36,2.085588647619594e-05
37,4.171177295239188e-05
38,1.3034929047622462e-06
39,5.213971619048985e-06
40,1.6293661309528078e-07
41,1.042794323809797e-05
42,1.6293661309528078e-07
43,3.2587322619056155e-07
44,3.2587322619056155e-07
45,2.6069858095244924e-06
46,1.3034929047622462e-06
47,1.3034929047622462e-06
48,3.2587322619056155e-07
49,2.085588647619594e-05
50,6.517464523811231e-07
51,8.342354590478376e-05
52,1.042794323809797e-05
53,3.2587322619056155e-07
54,2.6069858095244924e-06
55,2.085588647619594e-05
56,8.342354590478376e-05
57,6.517464523811231e-07
58,4.171177295239188e-05
59,3.2587322619056155e-07
60,1.042794323809797e-05
61,3.2587322619056155e-07
62,2.085588647619594e-05
63,8.342354590478376e-05
64,5.213971619048985e-06
65,3.2587322619056155e-07
66,5.213971619048985e-06
67,1.6293661309528078e-07
68,2.6069858095244924e-06
69,8.342354590478376e-05
70,1.3034929047622462e-06
71,6.517464523811231e-07
72,1.6293661309528078e-07
73,5.213971619048985e-06
74,5.213971619048985e-06
75,4.171177295239188e-05
76,5.213971619048985e-06
