,Weight
0,2.590650084779024e-06
1,2.590650084779024e-06
2,2.590650084779024e-06
3,2.590650084779024e-06
4,2.590650084779024e-06
5,2.590650084779024e-06
6,2.590650084779024e-06
7,2.590650084779024e-06
8,2.590650084779024e-06
9,2.590650084779024e-06
10,2.590650084779024e-06
11,2.590650084779024e-06
12,2.590650084779024e-06
13,2.590650084779024e-06
14,2.590650084779024e-06
15,2.590650084779024e-06
16,2.590650084779024e-06
17,2.590650084779024e-06
18,2.590650084779024e-06
19,2.590650084779024e-06
20,2.590650084779024e-06
21,2.590650084779024e-06
22,2.590650084779024e-06
23,2.590650084779024e-06
24,2.590650084779024e-06
25,2.590650084779024e-06
26,2.590650084779024e-06
27,2.590650084779024e-06
28,2.590650084779024e-06
29,2.590650084779024e-06
30,2.590650084779024e-06
31,2.590650084779024e-06
32,2.590650084779024e-06
33,2.590650084779024e-06
34,2.590650084779024e-06
35,2.590650084779024e-06
36,2.590650084779024e-06
37,2.590650084779024e-06
38,2.590650084779024e-06
39,2.590650084779024e-06
40,2.590650084779024e-06
41,2.590650084779024e-06
42,2.590650084779024e-06
43,2.590650084779024e-06
44,2.590650084779024e-06
45,2.590650084779024e-06
46,2.590650084779024e-06
47,2.590650084779024e-06
48,2.590650084779024e-06
49,2.590650084779024e-06
50,2.590650084779024e-06
51,2.590650084779024e-06
52,2.590650084779024e-06
53,2.590650084779024e-06
54,2.590650084779024e-06
55,2.590650084779024e-06
56,2.590650084779024e-06
57,2.590650084779024e-06
58,2.590650084779024e-06
59,2.590650084779024e-06
60,2.590650084779024e-06
61,2.590650084779024e-06
62,2.590650084779024e-06
63,2.590650084779024e-06
64,2.590650084779024e-06
65,2.590650084779024e-06
66,2.590650084779024e-06
67,2.590650084779024e-06
68,2.590650084779024e-06
69,2.590650084779024e-06
70,2.590650084779024e-06
71,2.590650084779024e-06
72,2.590650084779024e-06
73,2.590650084779024e-06
74,2.590650084779024e-06
75,2.590650084779024e-06
76,2.590650084779024e-06
77,2.590650084779024e-06
78,2.590650084779024e-06
79,2.590650084779024e-06
80,2.590650084779024e-06
81,2.590650084779024e-06
82,2.590650084779024e-06
83,2.590650084779024e-06
84,2.590650084779024e-06
85,2.590650084779024e-06
86,2.590650084779024e-06
87,2.590650084779024e-06
