,Weight
0,5.941132904719335e-08
1,5.941132904719335e-08
2,5.941132904719335e-08
3,5.941132904719335e-08
4,5.941132904719335e-08
5,5.941132904719335e-08
6,5.941132904719335e-08
7,5.941132904719335e-08
8,5.941132904719335e-08
9,5.941132904719335e-08
10,5.941132904719335e-08
11,5.941132904719335e-08
12,5.941132904719335e-08
13,5.941132904719335e-08
14,5.941132904719335e-08
15,5.941132904719335e-08
16,5.941132904719335e-08
17,5.941132904719335e-08
18,5.941132904719335e-08
19,5.941132904719335e-08
20,5.941132904719335e-08
21,5.941132904719335e-08
22,5.941132904719335e-08
23,5.941132904719335e-08
24,5.941132904719335e-08
25,5.941132904719335e-08
26,5.941132904719335e-08
27,5.941132904719335e-08
28,5.941132904719335e-08
29,5.941132904719335e-08
30,5.941132904719335e-08
31,5.941132904719335e-08
32,5.941132904719335e-08
33,5.941132904719335e-08
34,5.941132904719335e-08
35,5.941132904719335e-08
36,5.941132904719335e-08
37,5.941132904719335e-08
38,5.941132904719335e-08
39,5.941132904719335e-08
40,5.941132904719335e-08
41,5.941132904719335e-08
42,5.941132904719335e-08
43,5.941132904719335e-08
44,5.941132904719335e-08
45,5.941132904719335e-08
46,5.941132904719335e-08
47,5.941132904719335e-08
48,5.941132904719335e-08
49,5.941132904719335e-08
50,5.941132904719335e-08
51,5.941132904719335e-08
52,5.941132904719335e-08
53,5.941132904719335e-08
54,5.941132904719335e-08
55,5.941132904719335e-08
56,5.941132904719335e-08
57,5.941132904719335e-08
58,5.941132904719335e-08
59,5.941132904719335e-08
60,5.941132904719335e-08
61,5.941132904719335e-08
62,5.941132904719335e-08
63,5.941132904719335e-08
64,5.941132904719335e-08
65,5.941132904719335e-08
66,5.941132904719335e-08
67,5.941132904719335e-08
68,5.941132904719335e-08
69,5.941132904719335e-08
70,5.941132904719335e-08
71,5.941132904719335e-08
72,5.941132904719335e-08
73,5.941132904719335e-08
74,5.941132904719335e-08
75,5.941132904719335e-08
76,5.941132904719335e-08
77,5.941132904719335e-08
78,5.941132904719335e-08
79,5.941132904719335e-08
80,5.941132904719335e-08
81,5.941132904719335e-08
82,5.941132904719335e-08
83,5.941132904719335e-08
84,5.941132904719335e-08
85,5.941132904719335e-08
86,5.941132904719335e-08
87,5.941132904719335e-08
88,5.941132904719335e-08
89,5.941132904719335e-08
90,5.941132904719335e-08
91,5.941132904719335e-08
92,5.941132904719335e-08
93,5.941132904719335e-08
94,5.941132904719335e-08
95,5.941132904719335e-08
96,5.941132904719335e-08
97,5.941132904719335e-08
98,1.5209300236081498e-05
99,1.5209300236081498e-05
100,1.5209300236081498e-05
101,1.5209300236081498e-05
102,1.5209300236081498e-05
103,1.5209300236081498e-05
104,1.5209300236081498e-05
105,1.5209300236081498e-05
106,1.5209300236081498e-05
107,1.5209300236081498e-05
108,1.5209300236081498e-05
