,Weight
0,1.9938511286245426e-06
1,4.984627821561357e-07
2,0.00012760647223197073
3,7.78848097118962e-09
4,3.190161805799268e-05
5,1.947120242797405e-09
6,7.78848097118962e-09
7,1.2461569553903391e-07
8,7.78848097118962e-09
9,0.00012760647223197073
10,1.2461569553903391e-07
11,1.9938511286245426e-06
12,1.2461569553903391e-07
13,4.867800606993512e-10
14,7.78848097118962e-09
15,7.97540451449817e-06
16,1.947120242797405e-09
17,3.115392388475848e-08
18,4.867800606993512e-10
19,3.190161805799268e-05
20,0.00012760647223197073
21,4.984627821561357e-07
22,3.190161805799268e-05
23,7.78848097118962e-09
24,7.78848097118962e-09
25,1.947120242797405e-09
26,0.00012760647223197073
27,1.2461569553903391e-07
28,1.947120242797405e-09
29,7.97540451449817e-06
30,1.2461569553903391e-07
31,3.115392388475848e-08
32,4.867800606993512e-10
33,3.190161805799268e-05
34,4.984627821561357e-07
35,1.9938511286245426e-06
36,4.867800606993512e-10
37,4.984627821561357e-07
38,7.97540451449817e-06
39,4.867800606993512e-10
40,7.78848097118962e-09
41,3.115392388475848e-08
42,7.97540451449817e-06
43,3.190161805799268e-05
44,1.2461569553903391e-07
45,3.190161805799268e-05
46,3.115392388475848e-08
47,1.9938511286245426e-06
48,3.190161805799268e-05
49,1.2461569553903391e-07
50,1.2461569553903391e-07
51,4.984627821561357e-07
52,7.97540451449817e-06
53,0.00012760647223197073
54,3.190161805799268e-05
55,3.115392388475848e-08
56,4.984627821561357e-07
57,3.190161805799268e-05
58,0.00012760647223197073
59,7.78848097118962e-09
60,0.00012760647223197073
61,0.00012760647223197073
62,4.867800606993512e-10
63,4.984627821561357e-07
64,0.00012760647223197073
65,1.9938511286245426e-06
66,4.867800606993512e-10
67,7.78848097118962e-09
68,4.984627821561357e-07
69,4.984627821561357e-07
70,7.78848097118962e-09
71,7.97540451449817e-06
72,7.78848097118962e-09
73,4.867800606993512e-10
74,1.2461569553903391e-07
75,4.984627821561357e-07
76,1.947120242797405e-09
77,7.78848097118962e-09
78,7.78848097118962e-09
79,7.97540451449817e-06
80,3.190161805799268e-05
81,4.984627821561357e-07
82,1.947120242797405e-09
83,4.867800606993512e-10
84,7.97540451449817e-06
85,3.115392388475848e-08
86,1.2461569553903391e-07
87,3.190161805799268e-05
88,4.984627821561357e-07
89,0.00012760647223197073
90,4.867800606993512e-10
91,7.97540451449817e-06
92,0.00012760647223197073
93,4.867800606993512e-10
94,3.115392388475848e-08
95,4.984627821561357e-07
96,7.97540451449817e-06
97,3.115392388475848e-08
98,1.2461569553903391e-07
99,7.78848097118962e-09
100,1.9938511286245426e-06
101,7.97540451449817e-06
102,7.78848097118962e-09
103,7.97540451449817e-06
104,7.78848097118962e-09
