,Weight
0,7.796767368344689e-09
1,7.983889785184961e-06
2,0.00012774223656295938
3,1.9959724462962403e-06
4,4.87297960521543e-10
5,4.989931115740601e-07
6,1.9959724462962403e-06
7,1.2474827789351502e-07
8,1.9959724462962403e-06
9,0.00012774223656295938
10,1.2474827789351502e-07
11,7.796767368344689e-09
12,1.2474827789351502e-07
13,3.1935559140739844e-05
14,1.9959724462962403e-06
15,3.1187069473378754e-08
16,4.989931115740601e-07
17,1.949191842086172e-09
18,3.1935559140739844e-05
19,4.87297960521543e-10
20,0.00012774223656295938
21,7.983889785184961e-06
22,4.87297960521543e-10
23,1.9959724462962403e-06
24,1.9959724462962403e-06
25,4.989931115740601e-07
26,0.00012774223656295938
27,1.2474827789351502e-07
28,4.989931115740601e-07
29,3.1187069473378754e-08
30,1.2474827789351502e-07
31,1.949191842086172e-09
32,3.1935559140739844e-05
33,4.87297960521543e-10
34,7.983889785184961e-06
35,7.796767368344689e-09
36,3.1935559140739844e-05
37,7.983889785184961e-06
38,3.1187069473378754e-08
39,3.1935559140739844e-05
40,1.9959724462962403e-06
41,1.949191842086172e-09
42,3.1187069473378754e-08
43,4.87297960521543e-10
44,1.2474827789351502e-07
45,4.87297960521543e-10
46,1.949191842086172e-09
47,7.796767368344689e-09
48,4.87297960521543e-10
49,1.2474827789351502e-07
50,1.2474827789351502e-07
51,7.983889785184961e-06
52,3.1187069473378754e-08
53,0.00012774223656295938
54,4.87297960521543e-10
55,1.949191842086172e-09
56,7.983889785184961e-06
57,4.87297960521543e-10
58,0.00012774223656295938
59,1.9959724462962403e-06
60,0.00012774223656295938
61,0.00012774223656295938
62,3.1935559140739844e-05
63,7.983889785184961e-06
64,0.00012774223656295938
65,7.796767368344689e-09
66,3.1935559140739844e-05
67,1.9959724462962403e-06
68,7.983889785184961e-06
69,7.983889785184961e-06
70,1.9959724462962403e-06
71,3.1187069473378754e-08
72,1.9959724462962403e-06
73,3.1935559140739844e-05
74,1.2474827789351502e-07
75,7.983889785184961e-06
76,4.989931115740601e-07
77,1.9959724462962403e-06
78,1.9959724462962403e-06
79,3.1187069473378754e-08
80,4.87297960521543e-10
81,7.983889785184961e-06
82,4.989931115740601e-07
83,3.1935559140739844e-05
84,3.1187069473378754e-08
85,1.949191842086172e-09
86,1.2474827789351502e-07
87,4.87297960521543e-10
88,7.983889785184961e-06
89,0.00012774223656295938
90,3.1935559140739844e-05
91,3.1187069473378754e-08
92,0.00012774223656295938
93,3.1935559140739844e-05
94,1.949191842086172e-09
95,7.983889785184961e-06
96,3.1187069473378754e-08
97,1.949191842086172e-09
98,1.2474827789351502e-07
99,1.9959724462962403e-06
100,7.796767368344689e-09
101,3.1187069473378754e-08
102,1.9959724462962403e-06
103,3.1187069473378754e-08
104,1.9959724462962403e-06
105,1.9959724462962403e-06
106,3.1935559140739844e-05
107,1.2474827789351502e-07
108,7.983889785184961e-06
109,4.989931115740601e-07
110,4.87297960521543e-10
111,1.2474827789351502e-07
112,1.9959724462962403e-06
113,1.9959724462962403e-06
114,7.983889785184961e-06
115,0.00012774223656295938
116,4.87297960521543e-10
117,4.989931115740601e-07
118,7.983889785184961e-06
119,7.983889785184961e-06
120,4.989931115740601e-07
121,7.983889785184961e-06
122,4.989931115740601e-07
123,3.1187069473378754e-08
124,1.9959724462962403e-06
125,1.949191842086172e-09
126,3.1935559140739844e-05
127,0.00012774223656295938
128,1.9959724462962403e-06
129,3.1935559140739844e-05
130,1.2474827789351502e-07
131,0.00012774223656295938
132,7.796767368344689e-09
133,4.87297960521543e-10
134,1.9959724462962403e-06
135,1.2474827789351502e-07
136,1.2474827789351502e-07
137,1.949191842086172e-09
138,7.796767368344689e-09
139,0.00012774223656295938
140,3.1187069473378754e-08
