,Weight
0,3.0565392517714173e-07
1,3.0565392517714173e-07
2,3.0565392517714173e-07
3,3.0565392517714173e-07
4,3.0565392517714173e-07
5,3.0565392517714173e-07
6,3.0565392517714173e-07
7,3.0565392517714173e-07
8,3.0565392517714173e-07
9,3.0565392517714173e-07
10,3.0565392517714173e-07
11,3.0565392517714173e-07
12,3.0565392517714173e-07
13,3.0565392517714173e-07
14,3.0565392517714173e-07
15,3.0565392517714173e-07
16,3.0565392517714173e-07
17,3.0565392517714173e-07
18,3.0565392517714173e-07
19,3.0565392517714173e-07
20,3.0565392517714173e-07
21,3.0565392517714173e-07
22,3.0565392517714173e-07
23,3.0565392517714173e-07
24,3.0565392517714173e-07
25,3.0565392517714173e-07
26,3.0565392517714173e-07
27,3.0565392517714173e-07
28,3.0565392517714173e-07
29,3.0565392517714173e-07
30,3.0565392517714173e-07
31,3.0565392517714173e-07
32,3.0565392517714173e-07
33,3.0565392517714173e-07
34,3.0565392517714173e-07
35,3.0565392517714173e-07
36,3.0565392517714173e-07
37,3.0565392517714173e-07
38,3.0565392517714173e-07
39,3.0565392517714173e-07
40,3.0565392517714173e-07
41,3.0565392517714173e-07
42,3.0565392517714173e-07
43,3.0565392517714173e-07
44,3.0565392517714173e-07
45,3.0565392517714173e-07
46,3.0565392517714173e-07
47,3.0565392517714173e-07
48,3.0565392517714173e-07
49,3.0565392517714173e-07
50,3.0565392517714173e-07
51,3.0565392517714173e-07
52,3.0565392517714173e-07
53,3.0565392517714173e-07
54,3.0565392517714173e-07
55,3.0565392517714173e-07
56,3.0565392517714173e-07
57,3.0565392517714173e-07
58,3.0565392517714173e-07
59,3.0565392517714173e-07
60,3.0565392517714173e-07
61,3.0565392517714173e-07
62,3.0565392517714173e-07
63,3.0565392517714173e-07
64,3.0565392517714173e-07
65,3.0565392517714173e-07
66,3.0565392517714173e-07
67,3.0565392517714173e-07
68,3.0565392517714173e-07
69,3.0565392517714173e-07
70,3.0565392517714173e-07
71,3.0565392517714173e-07
72,3.0565392517714173e-07
73,3.0565392517714173e-07
74,3.0565392517714173e-07
75,3.0565392517714173e-07
76,3.0565392517714173e-07
77,3.0565392517714173e-07
78,3.0565392517714173e-07
79,3.0565392517714173e-07
80,3.0565392517714173e-07
81,3.0565392517714173e-07
82,3.0565392517714173e-07
83,3.0565392517714173e-07
84,3.0565392517714173e-07
85,3.0565392517714173e-07
86,3.0565392517714173e-07
87,3.0565392517714173e-07
88,3.0565392517714173e-07
89,3.0565392517714173e-07
90,3.0565392517714173e-07
91,3.0565392517714173e-07
92,3.0565392517714173e-07
93,3.0565392517714173e-07
94,3.0565392517714173e-07
95,3.0565392517714173e-07
96,3.0565392517714173e-07
97,3.0565392517714173e-07
98,1.956185121133707e-05
99,1.956185121133707e-05
100,1.956185121133707e-05
101,1.956185121133707e-05
102,1.956185121133707e-05
103,1.956185121133707e-05
104,1.956185121133707e-05
105,1.956185121133707e-05
106,1.956185121133707e-05
107,1.956185121133707e-05
108,1.956185121133707e-05
109,1.956185121133707e-05
110,1.956185121133707e-05
111,1.956185121133707e-05
112,1.956185121133707e-05
113,1.956185121133707e-05
114,1.956185121133707e-05
115,1.956185121133707e-05
116,1.956185121133707e-05
117,1.956185121133707e-05
118,1.956185121133707e-05
119,1.956185121133707e-05
120,1.956185121133707e-05
121,1.956185121133707e-05
122,1.956185121133707e-05
123,1.956185121133707e-05
124,1.956185121133707e-05
125,1.956185121133707e-05
126,1.956185121133707e-05
127,1.956185121133707e-05
128,1.956185121133707e-05
129,1.956185121133707e-05
130,1.956185121133707e-05
131,1.956185121133707e-05
132,1.956185121133707e-05
133,1.956185121133707e-05
134,1.956185121133707e-05
135,1.956185121133707e-05
136,1.956185121133707e-05
137,1.956185121133707e-05
138,1.956185121133707e-05
139,1.956185121133707e-05
140,1.956185121133707e-05
141,1.956185121133707e-05
142,1.956185121133707e-05
143,1.956185121133707e-05
144,1.956185121133707e-05
145,1.956185121133707e-05
146,1.956185121133707e-05
147,1.956185121133707e-05
148,1.956185121133707e-05
149,1.956185121133707e-05
150,1.956185121133707e-05
151,1.956185121133707e-05
152,1.956185121133707e-05
153,1.956185121133707e-05
154,1.956185121133707e-05
155,1.956185121133707e-05
156,1.956185121133707e-05
157,1.956185121133707e-05
158,1.956185121133707e-05
159,1.956185121133707e-05
160,1.956185121133707e-05
161,1.956185121133707e-05
162,1.956185121133707e-05
163,1.956185121133707e-05
164,1.956185121133707e-05
165,1.956185121133707e-05
166,1.956185121133707e-05
167,1.956185121133707e-05
168,1.956185121133707e-05
169,1.956185121133707e-05
170,1.956185121133707e-05
171,1.956185121133707e-05
172,1.956185121133707e-05
173,1.956185121133707e-05
174,1.956185121133707e-05
175,1.956185121133707e-05
176,1.956185121133707e-05
177,1.956185121133707e-05
178,1.956185121133707e-05
179,1.956185121133707e-05
180,1.956185121133707e-05
181,1.956185121133707e-05
182,1.956185121133707e-05
183,1.956185121133707e-05
184,1.956185121133707e-05
185,1.956185121133707e-05
186,1.956185121133707e-05
187,1.956185121133707e-05
188,1.956185121133707e-05
189,1.956185121133707e-05
190,1.956185121133707e-05
191,1.956185121133707e-05
192,1.956185121133707e-05
193,1.956185121133707e-05
194,1.956185121133707e-05
195,1.956185121133707e-05
196,1.956185121133707e-05
197,1.956185121133707e-05
198,1.956185121133707e-05
199,1.956185121133707e-05
200,1.956185121133707e-05
201,1.956185121133707e-05
202,1.956185121133707e-05
203,1.956185121133707e-05
204,1.956185121133707e-05
205,1.956185121133707e-05
206,1.956185121133707e-05
207,1.956185121133707e-05
208,1.956185121133707e-05
209,1.956185121133707e-05
210,1.956185121133707e-05
211,1.956185121133707e-05
212,1.956185121133707e-05
213,1.956185121133707e-05
214,1.956185121133707e-05
215,1.956185121133707e-05
216,1.956185121133707e-05
217,1.956185121133707e-05
218,1.956185121133707e-05
219,1.956185121133707e-05
220,1.956185121133707e-05
221,1.956185121133707e-05
222,1.956185121133707e-05
223,1.956185121133707e-05
224,1.956185121133707e-05
225,1.956185121133707e-05
226,1.956185121133707e-05
227,1.956185121133707e-05
228,1.956185121133707e-05
229,1.956185121133707e-05
230,1.956185121133707e-05
231,1.956185121133707e-05
232,1.956185121133707e-05
233,1.956185121133707e-05
234,1.956185121133707e-05
235,1.956185121133707e-05
236,1.956185121133707e-05
237,1.956185121133707e-05
238,1.956185121133707e-05
239,1.956185121133707e-05
240,1.956185121133707e-05
241,1.956185121133707e-05
242,1.956185121133707e-05
243,1.956185121133707e-05
244,1.956185121133707e-05
245,1.956185121133707e-05
246,1.956185121133707e-05
247,1.956185121133707e-05
248,1.956185121133707e-05
249,1.956185121133707e-05
250,1.956185121133707e-05
251,1.956185121133707e-05
252,1.956185121133707e-05
253,1.956185121133707e-05
254,1.956185121133707e-05
255,1.956185121133707e-05
256,1.956185121133707e-05
257,1.956185121133707e-05
258,1.956185121133707e-05
259,1.956185121133707e-05
260,1.956185121133707e-05
261,1.956185121133707e-05
262,1.956185121133707e-05
263,1.956185121133707e-05
264,1.956185121133707e-05
265,1.956185121133707e-05
266,1.956185121133707e-05
267,1.956185121133707e-05
268,1.956185121133707e-05
269,1.956185121133707e-05
270,1.956185121133707e-05
271,1.956185121133707e-05
272,1.956185121133707e-05
273,1.956185121133707e-05
274,1.956185121133707e-05
275,1.956185121133707e-05
276,1.956185121133707e-05
277,1.956185121133707e-05
278,1.956185121133707e-05
279,1.956185121133707e-05
280,1.956185121133707e-05
281,1.956185121133707e-05
282,1.956185121133707e-05
283,1.956185121133707e-05
284,1.956185121133707e-05
285,1.956185121133707e-05
286,1.956185121133707e-05
287,1.956185121133707e-05
288,1.956185121133707e-05
289,1.956185121133707e-05
290,1.956185121133707e-05
291,1.956185121133707e-05
292,1.956185121133707e-05
293,1.956185121133707e-05
294,1.956185121133707e-05
295,1.956185121133707e-05
296,1.956185121133707e-05
297,1.956185121133707e-05
298,1.956185121133707e-05
299,1.956185121133707e-05
300,1.956185121133707e-05
301,1.956185121133707e-05
302,1.956185121133707e-05
303,1.956185121133707e-05
304,1.956185121133707e-05
305,1.956185121133707e-05
306,1.956185121133707e-05
