,Weight
0,1.31298469650687e-06
1,3.282461741267175e-07
2,3.282461741267175e-07
3,0.00016806204115287935
4,0.00016806204115287935
5,2.62596939301374e-06
6,8.403102057643968e-05
7,2.100775514410992e-05
8,1.31298469650687e-06
9,8.403102057643968e-05
10,1.050387757205496e-05
11,3.282461741267175e-07
12,5.25193878602748e-06
13,3.282461741267175e-07
14,2.100775514410992e-05
15,3.282461741267175e-07
16,3.282461741267175e-07
17,8.403102057643968e-05
18,3.282461741267175e-07
19,8.403102057643968e-05
20,2.62596939301374e-06
21,3.282461741267175e-07
22,8.403102057643968e-05
23,1.31298469650687e-06
24,3.282461741267175e-07
25,6.56492348253435e-07
26,4.201551028821984e-05
27,6.56492348253435e-07
28,3.282461741267175e-07
29,3.282461741267175e-07
30,3.282461741267175e-07
31,4.201551028821984e-05
32,3.282461741267175e-07
33,3.282461741267175e-07
34,6.56492348253435e-07
35,5.25193878602748e-06
36,1.31298469650687e-06
37,1.050387757205496e-05
38,3.282461741267175e-07
39,1.050387757205496e-05
40,2.100775514410992e-05
41,2.100775514410992e-05
42,3.282461741267175e-07
43,0.00016806204115287935
44,0.00016806204115287935
45,0.00016806204115287935
46,0.00016806204115287935
47,8.403102057643968e-05
48,3.282461741267175e-07
49,1.050387757205496e-05
50,8.403102057643968e-05
51,1.31298469650687e-06
52,0.00016806204115287935
53,6.56492348253435e-07
54,2.62596939301374e-06
55,8.403102057643968e-05
56,4.201551028821984e-05
57,8.403102057643968e-05
58,1.31298469650687e-06
59,6.56492348253435e-07
60,1.31298469650687e-06
61,5.25193878602748e-06
62,2.100775514410992e-05
63,1.31298469650687e-06
64,2.62596939301374e-06
65,1.31298469650687e-06
66,1.050387757205496e-05
67,0.00016806204115287935
68,0.00016806204115287935
69,3.282461741267175e-07
70,2.100775514410992e-05
71,5.25193878602748e-06
72,1.31298469650687e-06
73,0.00016806204115287935
74,5.25193878602748e-06
75,0.00016806204115287935
76,3.282461741267175e-07
77,2.62596939301374e-06
78,3.282461741267175e-07
79,4.201551028821984e-05
80,2.62596939301374e-06
81,0.00016806204115287935
82,8.403102057643968e-05
83,0.00016806204115287935
84,6.56492348253435e-07
85,4.201551028821984e-05
86,0.00016806204115287935
87,4.201551028821984e-05
88,3.282461741267175e-07
89,2.100775514410992e-05
90,4.201551028821984e-05
91,0.00016806204115287935
92,3.282461741267175e-07
93,6.56492348253435e-07
94,0.00016806204115287935
95,3.282461741267175e-07
96,1.050387757205496e-05
97,8.403102057643968e-05
98,2.62596939301374e-06
99,6.56492348253435e-07
100,2.100775514410992e-05
101,2.62596939301374e-06
102,8.403102057643968e-05
103,5.25193878602748e-06
104,6.56492348253435e-07
105,0.00016806204115287935
106,0.00016806204115287935
107,8.403102057643968e-05
108,3.282461741267175e-07
109,5.25193878602748e-06
110,3.282461741267175e-07
111,4.201551028821984e-05
112,1.31298469650687e-06
113,1.31298469650687e-06
114,4.201551028821984e-05
115,3.282461741267175e-07
116,2.100775514410992e-05
117,8.403102057643968e-05
118,2.62596939301374e-06
119,4.201551028821984e-05
120,8.403102057643968e-05
121,2.100775514410992e-05
122,1.050387757205496e-05
123,8.403102057643968e-05
124,1.050387757205496e-05
125,8.403102057643968e-05
126,1.050387757205496e-05
127,2.100775514410992e-05
128,4.201551028821984e-05
129,4.201551028821984e-05
130,1.31298469650687e-06
131,5.25193878602748e-06
132,2.62596939301374e-06
133,6.56492348253435e-07
134,2.100775514410992e-05
135,4.201551028821984e-05
136,1.050387757205496e-05
137,2.100775514410992e-05
138,1.31298469650687e-06
139,1.050387757205496e-05
140,1.31298469650687e-06
141,4.201551028821984e-05
142,6.56492348253435e-07
143,2.62596939301374e-06
144,0.00016806204115287935
145,5.25193878602748e-06
146,0.00016806204115287935
147,0.00016806204115287935
148,1.050387757205496e-05
149,8.403102057643968e-05
150,5.25193878602748e-06
151,5.25193878602748e-06
152,2.62596939301374e-06
153,2.100775514410992e-05
154,2.62596939301374e-06
155,1.050387757205496e-05
156,8.403102057643968e-05
157,3.282461741267175e-07
158,6.56492348253435e-07
159,1.050387757205496e-05
160,2.100775514410992e-05
161,1.050387757205496e-05
162,4.201551028821984e-05
163,2.62596939301374e-06
164,1.31298469650687e-06
165,1.050387757205496e-05
166,2.62596939301374e-06
167,8.403102057643968e-05
168,4.201551028821984e-05
169,8.403102057643968e-05
170,1.31298469650687e-06
171,8.403102057643968e-05
172,6.56492348253435e-07
173,3.282461741267175e-07
174,6.56492348253435e-07
175,5.25193878602748e-06
176,2.62596939301374e-06
177,6.56492348253435e-07
178,1.31298469650687e-06
179,1.050387757205496e-05
180,1.31298469650687e-06
181,3.282461741267175e-07
182,5.25193878602748e-06
183,5.25193878602748e-06
184,2.62596939301374e-06
185,5.25193878602748e-06
186,4.201551028821984e-05
187,4.201551028821984e-05
188,2.62596939301374e-06
189,0.00016806204115287935
190,1.050387757205496e-05
191,6.56492348253435e-07
192,5.25193878602748e-06
193,4.201551028821984e-05
194,2.100775514410992e-05
195,1.31298469650687e-06
196,2.62596939301374e-06
197,1.050387757205496e-05
198,4.201551028821984e-05
199,5.25193878602748e-06
200,2.62596939301374e-06
201,2.100775514410992e-05
202,1.050387757205496e-05
203,6.56492348253435e-07
204,2.62596939301374e-06
205,1.31298469650687e-06
206,1.050387757205496e-05
207,6.56492348253435e-07
208,1.31298469650687e-06
209,4.201551028821984e-05
210,2.62596939301374e-06
211,2.100775514410992e-05
212,1.31298469650687e-06
213,2.62596939301374e-06
214,2.62596939301374e-06
215,8.403102057643968e-05
216,0.00016806204115287935
217,1.050387757205496e-05
218,2.62596939301374e-06
219,3.282461741267175e-07
220,1.31298469650687e-06
221,4.201551028821984e-05
222,2.100775514410992e-05
223,1.050387757205496e-05
224,5.25193878602748e-06
225,0.00016806204115287935
226,6.56492348253435e-07
227,6.56492348253435e-07
228,2.62596939301374e-06
229,1.31298469650687e-06
230,8.403102057643968e-05
231,6.56492348253435e-07
232,5.25193878602748e-06
233,2.62596939301374e-06
234,1.31298469650687e-06
235,8.403102057643968e-05
236,2.100775514410992e-05
237,1.050387757205496e-05
238,3.282461741267175e-07
239,2.100775514410992e-05
240,2.62596939301374e-06
241,6.56492348253435e-07
242,4.201551028821984e-05
243,1.31298469650687e-06
244,1.050387757205496e-05
245,0.00016806204115287935
246,5.25193878602748e-06
247,5.25193878602748e-06
248,5.25193878602748e-06
249,4.201551028821984e-05
250,3.282461741267175e-07
251,1.31298469650687e-06
252,2.62596939301374e-06
253,2.62596939301374e-06
254,2.62596939301374e-06
255,1.050387757205496e-05
256,0.00016806204115287935
257,1.31298469650687e-06
258,5.25193878602748e-06
259,2.62596939301374e-06
260,2.62596939301374e-06
261,1.050387757205496e-05
262,5.25193878602748e-06
263,1.31298469650687e-06
264,6.56492348253435e-07
