,Weight
0,4.9761587568809005e-06
1,6.220198446101126e-07
2,2.4880793784404502e-06
3,3.9809270055047204e-05
4,1.5550496115252814e-07
5,1.9904635027523602e-05
6,3.9809270055047204e-05
7,3.110099223050563e-07
8,3.9809270055047204e-05
9,2.4880793784404502e-06
10,3.110099223050563e-07
11,4.9761587568809005e-06
12,3.110099223050563e-07
13,9.952317513761801e-06
14,3.9809270055047204e-05
15,7.961854011009441e-05
16,1.9904635027523602e-05
17,1.2440396892202251e-06
18,9.952317513761801e-06
19,1.5550496115252814e-07
20,2.4880793784404502e-06
21,6.220198446101126e-07
22,1.5550496115252814e-07
23,3.9809270055047204e-05
24,3.9809270055047204e-05
25,1.9904635027523602e-05
26,2.4880793784404502e-06
27,3.110099223050563e-07
28,1.9904635027523602e-05
29,7.961854011009441e-05
30,3.110099223050563e-07
31,1.2440396892202251e-06
32,9.952317513761801e-06
33,1.5550496115252814e-07
34,6.220198446101126e-07
35,4.9761587568809005e-06
36,9.952317513761801e-06
37,6.220198446101126e-07
38,7.961854011009441e-05
39,9.952317513761801e-06
40,3.9809270055047204e-05
41,1.2440396892202251e-06
42,7.961854011009441e-05
43,1.5550496115252814e-07
44,3.110099223050563e-07
45,1.5550496115252814e-07
46,1.2440396892202251e-06
47,4.9761587568809005e-06
48,1.5550496115252814e-07
49,3.110099223050563e-07
50,3.110099223050563e-07
51,6.220198446101126e-07
52,7.961854011009441e-05
53,2.4880793784404502e-06
54,1.5550496115252814e-07
55,1.2440396892202251e-06
56,6.220198446101126e-07
57,1.5550496115252814e-07
58,2.4880793784404502e-06
59,3.9809270055047204e-05
60,2.4880793784404502e-06
61,2.4880793784404502e-06
62,9.952317513761801e-06
63,6.220198446101126e-07
64,2.4880793784404502e-06
65,4.9761587568809005e-06
66,9.952317513761801e-06
67,3.9809270055047204e-05
68,6.220198446101126e-07
69,6.220198446101126e-07
70,3.9809270055047204e-05
71,7.961854011009441e-05
72,3.9809270055047204e-05
73,9.952317513761801e-06
74,3.110099223050563e-07
75,6.220198446101126e-07
76,1.9904635027523602e-05
77,3.9809270055047204e-05
78,3.9809270055047204e-05
79,7.961854011009441e-05
80,1.5550496115252814e-07
81,6.220198446101126e-07
82,1.9904635027523602e-05
83,9.952317513761801e-06
84,7.961854011009441e-05
85,1.2440396892202251e-06
86,3.110099223050563e-07
87,1.5550496115252814e-07
88,6.220198446101126e-07
89,2.4880793784404502e-06
90,9.952317513761801e-06
91,7.961854011009441e-05
92,2.4880793784404502e-06
93,9.952317513761801e-06
94,1.2440396892202251e-06
95,6.220198446101126e-07
96,7.961854011009441e-05
97,1.2440396892202251e-06
98,3.110099223050563e-07
99,3.9809270055047204e-05
100,4.9761587568809005e-06
101,7.961854011009441e-05
102,3.9809270055047204e-05
103,7.961854011009441e-05
104,3.9809270055047204e-05
105,3.9809270055047204e-05
106,9.952317513761801e-06
107,3.110099223050563e-07
108,6.220198446101126e-07
109,1.9904635027523602e-05
110,1.5550496115252814e-07
111,3.110099223050563e-07
112,3.9809270055047204e-05
113,3.9809270055047204e-05
114,6.220198446101126e-07
115,2.4880793784404502e-06
116,1.5550496115252814e-07
117,1.9904635027523602e-05
118,6.220198446101126e-07
119,6.220198446101126e-07
120,1.9904635027523602e-05
121,6.220198446101126e-07
122,1.9904635027523602e-05
123,7.961854011009441e-05
124,3.9809270055047204e-05
125,1.2440396892202251e-06
126,9.952317513761801e-06
127,2.4880793784404502e-06
128,3.9809270055047204e-05
129,9.952317513761801e-06
130,3.110099223050563e-07
131,2.4880793784404502e-06
132,4.9761587568809005e-06
133,1.5550496115252814e-07
134,3.9809270055047204e-05
135,3.110099223050563e-07
136,3.110099223050563e-07
137,1.2440396892202251e-06
138,4.9761587568809005e-06
139,2.4880793784404502e-06
140,7.961854011009441e-05
141,7.961854011009441e-05
142,2.4880793784404502e-06
143,1.9904635027523602e-05
144,1.2440396892202251e-06
145,4.9761587568809005e-06
146,1.2440396892202251e-06
147,9.952317513761801e-06
148,7.961854011009441e-05
149,3.110099223050563e-07
150,2.4880793784404502e-06
151,9.952317513761801e-06
152,3.9809270055047204e-05
153,1.5550496115252814e-07
154,1.5550496115252814e-07
155,9.952317513761801e-06
156,6.220198446101126e-07
157,3.110099223050563e-07
158,7.961854011009441e-05
159,1.9904635027523602e-05
160,1.2440396892202251e-06
161,1.9904635027523602e-05
162,1.5550496115252814e-07
163,2.4880793784404502e-06
164,2.4880793784404502e-06
165,9.952317513761801e-06
166,2.4880793784404502e-06
167,1.5550496115252814e-07
168,7.961854011009441e-05
169,6.220198446101126e-07
170,1.5550496115252814e-07
171,1.9904635027523602e-05
172,1.5550496115252814e-07
173,4.9761587568809005e-06
174,3.9809270055047204e-05
175,4.9761587568809005e-06
176,1.5550496115252814e-07
