,Weight
0,1.298418218235862e-06
1,1.6230227727948275e-07
2,8.309876596709517e-05
3,1.0387345745886896e-05
4,2.596836436471724e-06
5,3.246045545589655e-07
6,1.0387345745886896e-05
7,4.1549382983547584e-05
8,1.0387345745886896e-05
9,8.309876596709517e-05
10,4.1549382983547584e-05
11,1.298418218235862e-06
12,4.1549382983547584e-05
13,6.49209109117931e-07
14,1.0387345745886896e-05
15,2.0774691491773792e-05
16,3.246045545589655e-07
17,5.193672872943448e-06
18,6.49209109117931e-07
19,2.596836436471724e-06
20,8.309876596709517e-05
21,1.6230227727948275e-07
22,2.596836436471724e-06
23,1.0387345745886896e-05
24,1.0387345745886896e-05
25,3.246045545589655e-07
26,8.309876596709517e-05
27,4.1549382983547584e-05
28,3.246045545589655e-07
29,2.0774691491773792e-05
30,4.1549382983547584e-05
31,5.193672872943448e-06
32,6.49209109117931e-07
33,2.596836436471724e-06
34,1.6230227727948275e-07
35,1.298418218235862e-06
36,6.49209109117931e-07
37,1.6230227727948275e-07
38,2.0774691491773792e-05
39,6.49209109117931e-07
40,1.0387345745886896e-05
41,5.193672872943448e-06
42,2.0774691491773792e-05
43,2.596836436471724e-06
44,4.1549382983547584e-05
45,2.596836436471724e-06
46,5.193672872943448e-06
47,1.298418218235862e-06
48,2.596836436471724e-06
49,4.1549382983547584e-05
50,4.1549382983547584e-05
51,1.6230227727948275e-07
52,2.0774691491773792e-05
53,8.309876596709517e-05
54,2.596836436471724e-06
55,5.193672872943448e-06
56,1.6230227727948275e-07
57,2.596836436471724e-06
58,8.309876596709517e-05
59,1.0387345745886896e-05
60,8.309876596709517e-05
61,8.309876596709517e-05
62,6.49209109117931e-07
63,1.6230227727948275e-07
64,8.309876596709517e-05
65,1.298418218235862e-06
66,6.49209109117931e-07
67,1.0387345745886896e-05
68,1.6230227727948275e-07
69,1.6230227727948275e-07
70,1.0387345745886896e-05
71,2.0774691491773792e-05
72,1.0387345745886896e-05
73,6.49209109117931e-07
74,4.1549382983547584e-05
75,1.6230227727948275e-07
76,3.246045545589655e-07
77,1.0387345745886896e-05
78,1.0387345745886896e-05
79,2.0774691491773792e-05
80,2.596836436471724e-06
81,1.6230227727948275e-07
82,3.246045545589655e-07
83,6.49209109117931e-07
84,2.0774691491773792e-05
85,5.193672872943448e-06
86,4.1549382983547584e-05
87,2.596836436471724e-06
88,1.6230227727948275e-07
89,8.309876596709517e-05
90,6.49209109117931e-07
91,2.0774691491773792e-05
92,8.309876596709517e-05
93,6.49209109117931e-07
94,5.193672872943448e-06
95,1.6230227727948275e-07
96,2.0774691491773792e-05
97,5.193672872943448e-06
98,4.1549382983547584e-05
99,1.0387345745886896e-05
100,1.298418218235862e-06
101,2.0774691491773792e-05
102,1.0387345745886896e-05
103,2.0774691491773792e-05
104,1.0387345745886896e-05
105,1.0387345745886896e-05
106,6.49209109117931e-07
107,4.1549382983547584e-05
108,1.6230227727948275e-07
109,3.246045545589655e-07
110,2.596836436471724e-06
111,4.1549382983547584e-05
112,1.0387345745886896e-05
113,1.0387345745886896e-05
114,1.6230227727948275e-07
115,8.309876596709517e-05
116,2.596836436471724e-06
117,3.246045545589655e-07
118,1.6230227727948275e-07
119,1.6230227727948275e-07
120,3.246045545589655e-07
121,1.6230227727948275e-07
122,3.246045545589655e-07
123,2.0774691491773792e-05
124,1.0387345745886896e-05
125,5.193672872943448e-06
126,6.49209109117931e-07
127,8.309876596709517e-05
128,1.0387345745886896e-05
129,6.49209109117931e-07
130,4.1549382983547584e-05
131,8.309876596709517e-05
132,1.298418218235862e-06
133,2.596836436471724e-06
134,1.0387345745886896e-05
135,4.1549382983547584e-05
136,4.1549382983547584e-05
137,5.193672872943448e-06
138,1.298418218235862e-06
139,8.309876596709517e-05
140,2.0774691491773792e-05
141,2.0774691491773792e-05
142,8.309876596709517e-05
143,3.246045545589655e-07
144,5.193672872943448e-06
145,1.298418218235862e-06
146,5.193672872943448e-06
147,6.49209109117931e-07
148,2.0774691491773792e-05
149,4.1549382983547584e-05
150,8.309876596709517e-05
151,6.49209109117931e-07
152,1.0387345745886896e-05
153,2.596836436471724e-06
154,2.596836436471724e-06
155,6.49209109117931e-07
156,1.6230227727948275e-07
157,4.1549382983547584e-05
158,2.0774691491773792e-05
159,3.246045545589655e-07
160,5.193672872943448e-06
161,3.246045545589655e-07
162,2.596836436471724e-06
163,8.309876596709517e-05
164,8.309876596709517e-05
165,6.49209109117931e-07
166,8.309876596709517e-05
167,2.596836436471724e-06
168,2.0774691491773792e-05
169,1.6230227727948275e-07
170,2.596836436471724e-06
171,3.246045545589655e-07
172,2.596836436471724e-06
173,1.298418218235862e-06
174,1.0387345745886896e-05
175,1.298418218235862e-06
176,2.596836436471724e-06
177,1.0387345745886896e-05
178,3.246045545589655e-07
179,4.1549382983547584e-05
180,3.246045545589655e-07
181,4.1549382983547584e-05
182,1.298418218235862e-06
183,2.596836436471724e-06
184,1.0387345745886896e-05
185,2.0774691491773792e-05
186,6.49209109117931e-07
187,3.246045545589655e-07
188,5.193672872943448e-06
189,3.246045545589655e-07
190,3.246045545589655e-07
191,1.298418218235862e-06
192,1.6230227727948275e-07
193,2.0774691491773792e-05
194,8.309876596709517e-05
195,2.596836436471724e-06
196,2.0774691491773792e-05
197,5.193672872943448e-06
198,4.1549382983547584e-05
199,3.246045545589655e-07
200,1.0387345745886896e-05
201,1.0387345745886896e-05
202,5.193672872943448e-06
203,4.1549382983547584e-05
204,6.49209109117931e-07
205,1.0387345745886896e-05
206,1.6230227727948275e-07
207,4.1549382983547584e-05
208,1.0387345745886896e-05
209,1.6230227727948275e-07
210,1.6230227727948275e-07
211,1.0387345745886896e-05
212,2.0774691491773792e-05
213,3.246045545589655e-07
214,2.0774691491773792e-05
215,4.1549382983547584e-05
216,1.6230227727948275e-07
217,8.309876596709517e-05
218,6.49209109117931e-07
219,1.298418218235862e-06
220,3.246045545589655e-07
221,6.49209109117931e-07
222,8.309876596709517e-05
223,2.0774691491773792e-05
224,1.0387345745886896e-05
225,5.193672872943448e-06
226,2.596836436471724e-06
227,2.596836436471724e-06
228,4.1549382983547584e-05
229,1.6230227727948275e-07
230,2.0774691491773792e-05
231,1.0387345745886896e-05
232,1.6230227727948275e-07
233,3.246045545589655e-07
234,1.6230227727948275e-07
235,4.1549382983547584e-05
236,1.298418218235862e-06
237,8.309876596709517e-05
238,6.49209109117931e-07
239,1.298418218235862e-06
240,5.193672872943448e-06
241,6.49209109117931e-07
242,4.1549382983547584e-05
243,2.0774691491773792e-05
244,1.298418218235862e-06
245,5.193672872943448e-06
